Date,1216,1319,2882,2881,3231,2308,2382,881,757,,,,,,,,,,
1/4/2010,26.682194,50.849502,46.026618,26.29834989,44.074681,100.201314,68.900002,100,100,,1216,1319,2882,2881,3231,2308,2382,881,757
1/5/2010,26.304937,48.833057,45.949264,26.46606877,44.576345,99.503397,68.400002,101.1491693,100.1328737,,-0.014239811,-0.040462848,-0.00168205,0.006357293,0.011317847,-0.006989518,-0.007283353,0.011426166,0.001327855
1/6/2010,26.71649,49.359085,46.722821,27.30466412,47.012992,99.104585,69.400002,100.1995634,100.1220434,,0.015524338,0.010714361,0.016694886,0.031194046,0.053220652,-0.004016078,0.014514042,-0.00943252,-0.000108165
1/7/2010,26.064867,49.183741,46.258684,26.86859313,46.654661,97.309931,68.800003,99.62303261,100.2790223,,-0.024692662,-0.003558741,-0.009983509,-0.016099472,-0.007651152,-0.018274657,-0.008683108,-0.005770443,0.001566648
1/8/2010,26.064867,50.235801,46.722821,27.00276919,46.797997,97.21023,68.5,100.6228904,100.3127239,,0,0.021164838,0.009983509,0.00498136,0.003067566,-0.001025097,-0.004370043,0.009986382,0.000336022
1/11/2010,26.167756,49.359085,46.336042,26.83504936,46.941327,98.506369,69.300003,99.99611622,100.252681,,0.00393965,-0.017606098,-0.008312615,-0.006230578,0.003058057,0.013245253,0.011611204,-0.006248423,-0.000598737
1/12/2010,25.961978,49.183741,46.336042,26.66733048,47.227993,97.708744,69.400002,98.86460852,100.4020163,,-0.007894883,-0.003558741,0,-0.006269606,0.006088329,-0.008130152,0.001441947,-0.011380024,0.001488481
1/13/2010,25.756204,49.622099,45.407774,26.02999778,45.79467,96.013799,68.699997,100.186074,100.3884238,,-0.007957553,0.008873177,-0.020236779,-0.024189605,-0.03081908,-0.017499133,-0.010137741,0.013277873,-0.00013539
1/14/2010,25.756204,49.271415,45.63984,26.13063006,46.511331,97.908147,70.5,100.6026007,100.3692931,,0,-0.007092183,0.005097695,0.003858558,0.015528252,0.019537843,0.025863554,0.004148913,-0.000190585
1/15/2010,25.721908,48.745383,45.63984,26.29834989,46.797997,97.808445,71.099998,100.4521612,100.5467149,,-0.00133245,-0.01073361,0,0.006398004,0.006144443,-0.001018841,0.008474599,-0.001496503,0.001766129
1/18/2010,25.516134,46.816613,45.63984,26.23125948,46.009665,98.306959,71.5,99.21764644,100.5841425,,-0.008032122,-0.040372367,0,-0.002554386,-0.01698892,0.005083895,0.005610141,-0.01236572,0.000372172
1/19/2010,25.721908,45.413865,46.258684,26.13063006,46.367996,97.808445,69.900002,99.64698987,100.5766633,,0.008032122,-0.030420664,0.013468189,-0.003843618,0.007757997,-0.005083895,-0.022631772,0.004317953,-7.43607E-05
1/20/2010,25.790499,45.150851,45.330416,25.69455907,45.221338,98.606071,68.599998,98.12739315,100.3981063,,0.002663088,-0.005808327,-0.020270966,-0.016828932,-0.025040425,0.008121909,-0.018773172,-0.015367275,-0.00177691
1/21/2010,25.584724,44.537149,45.175708,25.69455907,45.579669,97.010827,67.699997,96.25315801,100.5299374,,-0.008010714,-0.013685478,-0.003418733,0,0.007892707,-0.016310241,-0.01320637,-0.019284781,0.001312222
1/22/2010,24.761622,44.800163,43.938015,25.02368355,44.504676,94.318847,65.5,96.13814645,100.6394507,,-0.0327005,0.005888128,-0.027779618,-0.026456542,-0.0238675,-0.028141559,-0.033035993,-0.0011956,0.001088767
1/25/2010,24.555848,44.800163,43.396524,24.95659695,43.286355,94.219146,65.699997,94.53246837,100.800108,,-0.008344921,0,-0.012400545,-0.002684524,-0.027756804,-0.001057622,0.003048737,-0.016842826,0.001595093
1/26/2010,23.184013,42.301526,41.772057,24.28572048,41.853032,91.726576,64.199997,94.3264346,101.1745962,,-0.057487087,-0.057388617,-0.038151723,-0.027249651,-0.033673215,-0.026811257,-0.023095716,-0.002181881,0.003708272
1/27/2010,23.389787,40.767273,41.849411,24.48698313,42.139694,93.222118,64.199997,94.99372459,101.0112873,,0.008836528,-0.036943534,0.0018501,0.008253132,0.006825903,0.016172859,0,0.007049358,-0.001615434
1/28/2010,23.561267,42.170017,42.545614,25.05722637,44.074681,94.318847,64.5,95.72499026,101.2242256,,0.007304661,0.033829844,0.016499048,0.023020588,0.044895344,0.011696021,0.00466206,0.007668563,0.002105846
1/29/2010,23.458381,42.213856,41.926769,25.090773,43.644686,96.711716,63.900002,93.25987436,101.3896654,,-0.004376305,0.001039037,-0.01465227,0.001337905,-0.009803957,0.025053522,-0.009345831,-0.026089451,0.001633055
2/1/2010,23.458381,41.643989,40.9985,24.85596467,42.856356,94.71766,64.400002,92.54088655,101.5262554,,0,-0.013591472,-0.022389021,-0.009402418,-0.018227568,-0.020834087,0.007794271,-0.007739381,0.001346272
2/2/2010,23.835635,41.643989,40.9985,24.25217765,43.573017,93.421521,65.300003,93.79214453,101.3109805,,0.0159539,0,0,-0.024591337,0.016584117,-0.01377873,0.013878418,0.013430542,-0.002122637
2/3/2010,24.110004,41.643989,41.230567,24.1850882,44.791342,95.216174,66.400002,92.99395238,101.488079,,0.011445128,0,0.005644418,-0.00277016,0.027576779,0.019028086,0.016705004,-0.008546643,0.001746542
2/4/2010,23.835635,44.011122,41.153212,23.98382554,44.218014,94.917063,64.800003,90.76953574,101.5264948,,-0.011445128,0.055285338,-0.001877919,-0.008356586,-0.012882599,-0.003146333,-0.024391437,-0.024210743,0.000378454
2/5/2010,22.806759,40.942617,38.523118,22.47435467,41.566366,90.231034,61.400002,90.64877248,101.6785354,,-0.04412479,-0.072270874,-0.066043451,-0.065004801,-0.061840932,-0.050630064,-0.053895782,-0.001331324,0.001496426
2/8/2010,22.943943,38.882333,39.064609,22.0047399,40.491374,92.025687,61.200001,91.76834513,101.7464191,,0.005997041,-0.051631518,0.013958388,-0.021116987,-0.026202367,0.019694319,-0.003262662,0.012275018,0.000667408
2/9/2010,23.252607,41.205631,39.451387,22.74270583,41.351368,93.421521,63.200001,92.31945874,102.0465026,,0.013363275,0.058034939,0.009852289,0.032986591,0.021016541,0.015053992,0.032157111,0.005987526,0.002944987
2/10/2010,23.286902,41.42481,39.451387,23.24586342,41.853032,95.315875,64,93.45714687,102.1776906,,0.001473802,0.005305055,0,0.021882728,0.012058739,0.02007464,0.012578766,0.012248069,0.001284744
