Date,Ridge Simulated 00881 TW (Original),Ridge Simulated 00881 TW (Bootstrap),Top 10 TW,Actual 00881 TW
2010-01-05,100.0,100.0,99.41536755191571,
2010-01-06,101.14916934850264,101.15455378607687,100.6233708445586,
2010-01-07,100.19956341892183,100.20293591028546,99.62161407165503,
2010-01-08,99.62303260823155,99.62570904355167,99.01296698485368,
2010-01-11,100.62289042958457,100.63044458056774,100.06343677752652,
2010-01-12,99.99611622110116,100.00277726478095,99.40177617193137,
2010-01-13,98.86460851781587,98.86858682854842,98.20948024060844,
2010-01-14,100.18607396960908,100.19608642652767,99.59789273835615,
2010-01-15,100.6026007183571,100.6154549581189,100.03442424894,
2010-01-18,100.45216121530882,100.46581260195681,99.87414968679936,
2010-01-19,99.21764643790311,99.22817180984791,98.57326660176489,
2010-01-20,99.64698986919625,99.66039316352656,99.02302724184753,
2010-01-21,98.12739314769763,98.13663816253786,97.42314978825904,
2010-01-22,96.25315800572778,96.25703203652571,95.45241074124434,
2010-01-25,96.1381464499945,96.14289806868611,95.3298416182355,
2010-01-26,94.53246836923984,94.5328450497856,93.64323193109112,
2010-01-27,94.32643459866183,94.32735129413982,93.42538186583465,
2010-01-28,94.99372458794453,94.99825330078151,94.12344318322711,
2010-01-29,95.72499026136855,95.73339416859334,94.88890504152742,
2010-02-01,93.25987436358012,93.26081394753177,92.30207125262234,
2010-02-02,92.54088654866672,92.54055437798242,91.54711196967253,
2010-02-03,93.79214452789961,93.79745686449304,92.85634414742916,
2010-02-04,92.99395237673073,92.99768670589054,92.01817403205963,
2010-02-05,90.76953574366607,90.76672191738449,89.68781320585046,
2010-02-08,90.6487724821842,90.64675124151871,89.55977642107977,
2010-02-09,91.768345129838,91.77145579179638,90.72952445082366,
2010-02-10,92.31945873753432,92.32575001416484,91.3047430644477,
2010-02-22,93.45714687108985,93.46875912810458,92.4946432544762,
2010-02-23,93.74453212019058,93.7584364461121,92.79401936528629,
2010-02-24,92.27508233224717,92.2849114554952,91.25304387010056,
2010-02-25,91.55840371382004,91.56688684880578,90.50113617573885,
2010-02-26,91.97638891783708,91.98760114988603,90.9368697320789,
2010-03-01,93.30700756240972,93.32430632535285,92.32850680991248,
2010-03-02,93.42196043197174,93.44092942142827,92.44716862173743,
2010-03-03,93.70145335439652,93.72270742054268,92.73823465873362,
2010-03-04,92.80711318697927,92.82629622976312,91.79963175813805,
2010-03-05,93.05649284347643,93.07784173461722,92.05904595791931,
2010-03-08,94.07549049268324,94.10190635095047,93.12486354594277,
2010-03-09,94.6212112055626,94.65095466852202,93.69508932975815,
2010-03-10,95.18160358400823,95.21475665579526,94.28087291002075,
2010-03-11,95.30457389950706,95.33947215174611,94.40803013866986,
2010-03-12,94.84949705739714,94.883910122788,93.92904038989015,
2010-03-15,93.80396050416377,93.83561645420582,92.83144639594558,
2010-03-16,94.3881500208649,94.42330969811292,93.4418447315776,
2010-03-17,95.75336867223142,95.79511705284197,94.87151119183072,
2010-03-18,95.66510269132206,95.7077821330796,94.77711428467089,
2010-03-19,95.61116781222975,95.65491182156586,94.71873290571948,
2010-03-22,94.4820621794912,94.52263201550689,93.53312228566726,
2010-03-23,94.11356884256337,94.15395310677124,93.14517733776626,
2010-03-24,95.07301406069413,95.11844714706353,94.14899646001464,
2010-03-25,96.26488721022332,96.3163637891434,95.39721092068747,
2010-03-26,97.35019997128218,97.40736878608111,96.5344121092749,
2010-03-29,97.35088573463455,97.40935768263392,96.53328624082721,
2010-03-30,96.93409738280093,96.99216125825569,96.09395304589798,
2010-03-31,96.67727648002085,96.73558210727823,95.82260031308732,
2010-04-01,97.2744099280092,97.33646699097991,96.44747000528439,
2010-04-02,97.3035837625013,97.36706111684047,96.47624953081807,
2010-04-06,98.2765998815669,98.34544025928622,97.49606426897974,
2010-04-07,98.49391360517025,98.56498185389736,97.72245480199801,
2010-04-08,97.37644175448776,97.44412355081347,96.54719230020629,
2010-04-09,97.86021711463566,97.93123641365702,97.05322519029012,
2010-04-12,98.2408318759241,98.31477187250765,97.45104395298813,
2010-04-13,97.5809149106581,97.65336449502851,96.75628885764557,
2010-04-14,99.03614901192887,99.11612314007016,98.28272202372649,
2010-04-15,99.54053460842621,99.62401236641037,98.81084588424234,
2010-04-16,98.26753052179743,98.34683517981999,97.47162777017998,
2010-04-19,97.25449140092776,97.33075739038568,96.40628241446223,
2010-04-20,97.59323641714836,97.6722572422385,96.7599724711991,
2010-04-21,97.93300200384435,98.01479530404254,97.11479287833488,
2010-04-22,97.8338026218146,97.91647381702062,97.00879544402767,
2010-04-23,98.14168733569514,98.22700719620066,97.33017518793247,
2010-04-26,99.97158767972988,100.06628625971072,99.25063179522466,
2010-04-27,99.65022078803254,99.744825513215,98.91099268837866,
2010-04-28,98.57087619781535,98.66202292586549,97.77525221411614,
2010-04-29,97.77471640237016,97.86366314819833,96.93750102681831,
2010-04-30,97.87518018798885,97.96587725064431,97.04109965690392,
2010-05-03,97.89431768543521,97.98640738676264,97.05933224691115,
2010-05-04,97.6142988801747,97.70645257454653,96.76357750001416,
2010-05-05,95.75164138846368,95.83687110325266,94.808044058881,
2010-05-06,95.44656032189322,95.53172965208864,94.48645883799048,
2010-05-07,95.88998197640865,95.97838092371678,94.9494379416873,
2010-05-10,96.12013745387642,96.21083795699177,95.18891200832196,
2010-05-11,95.87424332575148,95.96513487900768,94.92930852883265,
2010-05-12,95.73953801949582,95.83111084542979,94.78629410025528,
2010-05-13,96.42993785074341,96.52588035806872,95.50827422772053,
2010-05-14,96.28487754714354,96.38145590091409,95.35434918835097,
2010-05-17,94.17395331531608,94.26237899184517,93.14075057263767,
2010-05-18,94.1543277324419,94.24392450244684,93.11842040233883,
2010-05-19,93.55258195543246,93.64076055543457,92.48670717097221,
2010-05-20,92.69719438912067,92.78283060123317,91.58990992835847,
2010-05-21,92.446375655,92.53214030530415,91.32581297062168,
2010-05-24,93.03514300954052,93.12476051505624,91.93994644096244,
2010-05-25,91.62850466949854,91.71311450726776,90.4671859291117,
2010-05-26,92.98980106407203,93.08170163080506,91.88899433886473,
2010-05-27,92.81573002809564,92.90809120261126,91.70514225729289,
2010-05-28,92.95115935599436,93.04537089632218,91.84505651779347,
2010-05-31,94.16425471527701,94.26522028532894,93.11278970876229,
2010-06-01,93.84255120689336,93.94330375319721,92.77426296202398,
2010-06-02,92.63086895240966,92.7273521738037,91.50478284380993,
2010-06-03,94.57956115020252,94.68621827304653,93.54225810852165,
2010-06-04,94.18900640774324,94.29511996570967,93.13157883095093,
2010-06-07,92.07802328785617,92.17569616400054,90.9214824903232,
2010-06-08,90.88759542711699,90.98108768056123,89.67575783472053,
2010-06-09,90.80725927026369,90.90160177783201,89.59012855103677,
2010-06-10,90.99359408124187,91.08999788469602,89.78305334267095,
2010-06-11,92.98608459530617,93.09287997799987,91.86402573671157,
2010-06-14,93.38744100385316,93.49735100013858,92.2821056849982,
2010-06-15,93.13336311669056,93.24333213935546,92.0145573126127,
2010-06-17,92.55842412137578,92.66694839798654,91.41153888050316,
2010-06-18,93.09912103229972,93.21141856137268,91.97522352398701,
2010-06-21,94.62703451111787,94.74782303867137,93.5722850169661,
2010-06-22,94.42622424575133,94.54731751851332,93.36028346925647,
2010-06-23,94.40148194417796,94.52371884163523,93.33259991768489,
2010-06-24,94.16696779968129,94.28934113252299,93.08536741713701,
2010-06-25,93.14296150618644,93.26168982938337,92.01228091620001,
2010-06-28,92.82490092119858,92.94335486511052,91.67791603371198,
2010-06-29,92.68481331059593,92.80383812848602,91.52969326567474,
2010-06-30,91.47709935249199,91.59160280122342,90.26577228273379,
2010-07-01,90.38212794068916,90.49266519431832,89.1205684581375,
2010-07-02,90.5749502139856,90.68760846653151,89.32016602488612,
2010-07-05,92.01253333795029,92.1332733673474,90.82001973251899,
2010-07-06,91.63218659433554,91.7523258009298,90.42088215235866,
2010-07-07,91.4466598978801,91.56713045314198,90.22534657239065,
2010-07-08,91.63537875336672,91.75798307406762,90.4207591491039,
2010-07-09,92.39192624704373,92.51943296995003,91.20955159949703,
2010-07-12,91.6657703384366,91.79097221325057,90.44904977938131,
2010-07-13,91.91109429187645,92.03871848475588,90.70361427698326,
2010-07-14,93.03443233872314,93.16881041339134,91.87593858923715,
2010-07-15,92.52253342794513,92.6556246308719,91.33907628465947,
2010-07-16,92.61491543530383,92.74970073638522,91.43388525635473,
2010-07-19,93.252168465108,93.39136305963093,92.09831936159951,
2010-07-20,94.05472218303417,94.19918970581551,92.93590965915132,
2010-07-21,93.6958555672957,93.83977244809634,92.55876680486548,
2010-07-22,93.33928825372595,93.4826612711151,92.18412688985501,
2010-07-23,94.48814821378187,94.63859012416982,93.38402676560466,
2010-07-26,94.51481992418606,94.6666612799096,93.4101484693153,
2010-07-27,94.34271391672642,94.4949390737237,93.22829529123236,
2010-07-28,93.42718917705399,93.57600119334234,92.26898174881471,
2010-07-29,92.99505835207532,93.142918243928,91.81545924578984,
2010-07-30,92.63203033965023,92.77928491289097,91.43428936048322,
2010-08-02,93.81474016113484,93.96929034426049,92.66893161929501,
2010-08-03,94.11959615026129,94.27697463305034,92.9859952280817,
2010-08-04,94.08691571306774,94.2453834107103,92.95003599718505,
2010-08-05,93.78571295804775,93.94387602611917,92.6332621237739,
2010-08-06,93.19349598761403,93.34984247787436,92.01233800034852,
2010-08-09,93.56889004564971,93.72843264038733,92.40301265643242,
2010-08-10,93.65535375913244,93.81659860476904,92.49164572343884,
2010-08-11,93.91103844453058,94.0748745242583,92.75722517952147,
2010-08-12,93.208242449431,93.36965077565715,92.02071408968906,
2010-08-13,93.3325337277464,93.49584025074161,92.14886873342117,
2010-08-16,93.6579201399465,93.82418818258259,92.48725503508135,
2010-08-17,93.30473527931856,93.47039146982281,92.11628908607733,
2010-08-18,93.19565095908503,93.36197858340695,92.00051653754299,
2010-08-19,93.51159469948075,93.6808433729707,92.32898628726993,
2010-08-20,92.98855315369518,93.1562749341257,91.78057660132221,
2010-08-23,93.02957039554786,93.19875374216784,91.82168255990607,
2010-08-24,92.8200724973169,92.98938444990866,91.60102844849466,
2010-08-25,90.92590116026176,91.08641870433779,89.62147290653458,
2010-08-26,91.14649693488562,91.3093950834943,89.84996708874219,
2010-08-27,91.73152052733431,91.8987432035029,90.458910469587,
2010-08-30,92.15928027035838,92.3300145358884,90.90382277896953,
2010-08-31,91.64927098601981,91.81850763460542,90.36958668448436,
2010-09-01,91.31471980343986,91.48339217873507,90.0186567593856,
2010-09-02,92.217740668925,92.3924877754396,90.95965540408618,
2010-09-03,93.53487347433024,93.718006420144,92.33389770930917,
2010-09-06,94.31826879882512,94.5069483559554,93.15105421649979,
2010-09-07,94.26237214489647,94.45200530631624,93.09082941817118,
2010-09-08,92.62231883056961,92.80420585879018,91.37520702983556,
2010-09-09,91.96742586143934,92.1469747443841,90.68961094495405,
2010-09-10,92.65124626068588,92.83576982480568,91.40192520538655,
2010-09-13,94.34239621787994,94.53751825999535,93.16737458159136,
2010-09-14,94.24135634056232,94.43717685838907,93.05995920386533,
2010-09-15,94.230433347869,94.4274534960444,93.04676082064573,
2010-09-16,93.85611077651801,94.05229714362959,92.65371504683173,
2010-09-17,94.44589447547817,94.64664649428452,93.26845393304703,
2010-09-20,95.04684396733583,95.25225360310142,93.89507334485408,
2010-09-21,95.92203685240364,96.13369669059473,94.80885187769054,
2010-09-23,94.84656755776133,95.05338230581836,93.68203907855556,
2010-09-24,94.31775724381471,94.52283611075795,93.12736780137507,
2010-09-27,94.6492072344185,94.85743450801102,93.4720958120676,
2010-09-28,95.02783625590423,95.2394950101946,93.86621932690889,
2010-09-29,95.44145976471525,95.6567668215084,94.29702461520343,
2010-09-30,95.80240285787744,96.02107104452715,94.67280707253451,
2010-10-01,96.3888681468212,96.61222259290538,95.28466917098773,
2010-10-04,95.3107273602934,95.52910812886854,94.15488135196817,
2010-10-05,94.38339226686881,94.59768277718487,93.183507436167,
2010-10-06,94.81156288948239,95.02959538369524,93.62932105160299,
2010-10-07,94.46148566691473,94.67875454385211,93.26156983811408,
2010-10-08,94.63958041202658,94.85914885491692,93.44594841336375,
2010-10-11,94.2427856064694,94.46130918382615,93.0294296249613,
2010-10-12,93.72801158245089,93.94479963260363,92.48976938179663,
2010-10-13,93.5722305098601,93.78936571594635,92.32526431848396,
2010-10-14,94.6407983020202,94.86543923483987,93.44007468754924,
2010-10-15,94.1952226658756,94.41851114038138,92.97261235886083,
2010-10-18,92.66280026544173,92.87837855175835,91.37030544014374,
2010-10-19,92.80503875975114,93.02268774643572,91.51705065270679,
2010-10-20,93.73093933513003,93.95526950604639,92.48221747957052,
2010-10-21,93.64684523243267,93.87193315862956,92.39260825458898,
2010-10-22,94.58044035203152,94.81232066153991,93.36627319700817,
2010-10-25,95.51200474215688,95.75072270199512,94.33834275764447,
2010-10-26,94.95905272307441,95.19573022797084,93.75842792187653,
2010-10-27,94.19641542412202,94.42979491397251,92.95963799467798,
2010-10-28,95.56097149686305,95.80381988421472,94.38413369640418,
2010-10-29,95.16905779151705,95.41081527980602,93.97257425792577,
2010-11-01,96.19251180190486,96.4417571839635,95.04100904641658,
2010-11-02,96.3869292387392,96.63864946842902,95.24256710750151,
2010-11-03,96.52037693313027,96.77420485343477,95.38035363896363,
2010-11-04,96.82482675041511,97.08181840398383,95.69706939932544,
2010-11-05,97.17614971537778,97.43660629675571,96.06288754264155,
2010-11-08,95.86628885654586,96.11996474742432,94.69074973235155,
2010-11-09,96.23203077343476,96.48924493509108,95.07144005635439,
2010-11-10,96.49226395126395,96.75237722529049,95.34182654798762,
2010-11-11,95.94086454467401,96.1988513406995,94.76330116680785,
2010-11-12,95.48687618324362,95.74333520516825,94.28682301735863,
2010-11-15,96.19430121861365,96.45643287293215,95.02470965734939,
2010-11-16,96.71870889775604,96.9854046455646,95.57141352104702,
2010-11-17,96.0055069945557,96.26903427634315,94.82364724936315,
2010-11-18,95.92884083578686,96.19317355266091,94.74166977496152,
2010-11-19,96.3709755650662,96.63936769966065,95.20221011617706,
2010-11-22,97.03013340932374,97.30397525568559,95.88990630590102,
2010-11-23,96.41149526871942,96.6827233580325,95.24094664146006,
2010-11-24,96.41620815399267,96.68875671436263,95.24405447818265,
2010-11-25,97.30844618734159,97.58795717125027,96.1756029406098,
2010-11-26,97.66507094297222,97.94816446526323,96.54696260459842,
2010-11-29,97.90065080632176,98.18656354465487,96.79168400076433,
2010-11-30,97.40038782974771,97.68439686572596,96.26628945338354,
2010-12-01,98.18162146444043,98.47196876404587,97.08209218018384,
2010-12-02,99.58300650915155,99.88377225308794,98.5478605306826,
2010-12-03,101.84704228947324,102.16402580999693,100.9195373195664,
2010-12-06,101.85351921908425,102.17190948793096,100.92440228636002,
2010-12-07,101.2482300331893,101.56397100973436,100.28761743478441,
2010-12-08,101.06835301399668,101.38425720415616,100.0970830810815,
2010-12-09,103.05652241286145,103.38705052670991,102.1809864349041,
2010-12-10,102.11583535619413,102.44143518196044,101.191865891892,
2010-12-13,102.71570534494059,103.04670011071737,101.81936745168258,
2010-12-14,102.61349546855914,102.94517737893855,101.71015976885612,
2010-12-15,103.04683490310629,103.38281822118506,102.16300332844878,
2010-12-16,103.37912181182799,103.71873858735702,102.50985335481072,
2010-12-17,104.68044316235596,105.03032277692527,103.8745033608166,
2010-12-20,103.42171603486025,103.76439225103367,102.5506477480246,
2010-12-21,103.74087501260729,104.08711761847694,102.88376074740071,
2010-12-22,104.1399225792558,104.49029207543434,103.3008167193915,
2010-12-23,104.1841047499434,104.5361731312227,103.3452403148205,
2010-12-24,103.78754714420724,104.1382794345477,102.9268609721014,
2010-12-27,103.05438456069031,103.4014610180816,102.1553001783724,
2010-12-28,103.2372854311572,103.58700180001668,102.3453022891511,
2010-12-29,102.86773919965052,103.2162896753094,101.95553280280612,
2010-12-30,103.02006546772347,103.37104587327855,102.1134260317188,
2010-12-31,103.77644512342086,104.13405135467453,102.90536608118659,
2011-01-03,103.47637203689463,103.8332808675821,102.58840840953968,
2011-01-04,103.62861822911478,103.98797396657262,102.7462516369591,
2011-01-05,102.36268608935055,102.71461642524483,101.4159514545338,
2011-01-06,102.69827224168273,103.05390932292404,101.7660408410642,
2011-01-07,103.00337107152046,103.3625146920798,102.0841949539667,
2011-01-10,104.28634343994594,104.65587916889416,103.42887831049849,
2011-01-11,105.45514337982257,105.83435049960003,104.6545218869233,
2011-01-12,106.05817614659922,106.44309109297625,105.28620283843291,
2011-01-13,105.3529564212708,105.73426121708064,104.54316228546561,
2011-01-14,105.3793887361663,105.76229364409797,104.568932010793,
2011-01-17,105.46583548036428,105.85077047648639,104.65775093397012,
2011-01-18,106.43299210131944,106.82628675444113,105.67209313022362,
2011-01-19,107.73568969492958,108.13983335557751,107.03985169571722,
2011-01-20,106.30847702568822,106.7037244050859,105.5371790973239,
2011-01-21,105.27320460180731,105.66240424276094,104.447395973151,
2011-01-24,105.3785033046976,105.76987326015592,104.5560059808982,
2011-01-25,105.10659163369058,105.49740865605808,104.26840605164118,
2011-01-26,105.3145631216314,105.70829388912499,104.4848458873372,
2011-01-27,106.27237739751259,106.67448400849963,105.4891521928155,
2011-01-28,106.40650643338532,106.8110166268021,105.628094488942,
2011-02-08,103.72085308243639,104.10725388238802,102.80571686873658,
2011-02-09,101.4836098651414,101.8552832068718,100.4576058160022,
2011-02-10,100.54355699786286,100.90985672675778,99.47079389681461,
2011-02-11,99.68838517936805,100.04992198581716,98.57341697483946,
2011-02-14,101.27306713121764,101.6473032505092,100.2312201060962,
2011-02-15,101.63754245313115,102.0157664223922,100.6112395248125,
2011-02-16,101.07198179485117,101.44747954343605,100.01670719365569,
2011-02-17,100.23816135694501,100.60899532498678,99.1414689506706,
2011-02-18,101.00381788432074,101.38153037428243,99.94147448219576,
2011-02-21,100.65626914092527,101.0328151301448,99.57552510712517,
2011-02-22,99.38163862574287,99.75031079550908,98.2391737907531,
2011-02-23,98.09619074556569,98.45693463316387,96.89256601005953,
2011-02-24,97.835256886516,98.19543913857251,96.61787698583146,
2011-02-25,98.28157306912045,98.64628242273747,97.08272150836295,
2011-03-01,99.58622209826028,99.96170819362604,98.44576104588644,
2011-03-02,98.96845709130078,99.34078241544704,97.79746687529307,
2011-03-03,99.36668353958379,99.74323652059616,98.21225481690445,
2011-03-04,99.82868641716973,100.20995035152144,98.69387665451114,
2011-03-07,98.83025901536224,99.20555347399171,97.64729125441505,
2011-03-08,99.50459456403183,99.88615383149676,98.35092996931373,
2011-03-09,99.63157624953192,100.01540276558664,98.48192960740991,
2011-03-10,98.41781207209421,98.79405468318481,97.21033404438302,
2011-03-11,97.63879780757027,98.01065207630957,96.39405155544574,
2011-03-14,97.71428523974463,98.08800098258281,96.47110895186067,
2011-03-15,94.91519060901129,95.26980775356503,93.54608408242579,
2011-03-16,95.62210498430149,95.98313043041374,94.28206185181799,
2011-03-17,95.71794774106516,96.08095361001719,94.3803075628554,
2011-03-18,96.31893442093023,96.68762246715912,95.00598341443265,
2011-03-21,96.53886216202395,96.91045717714809,95.23384297419972,
2011-03-22,96.66643926037625,97.0402680566723,95.3652655892114,
2011-03-23,96.35498475981842,96.72781079506511,95.03817854970139,
2011-03-24,96.23695131907338,96.61019699086835,94.91311309499486,
2011-03-25,96.76153631915838,97.13995641614187,95.4591172707722,
2011-03-28,96.07978433547896,96.45444535693566,94.74539282512632,
2011-03-29,96.58038449303788,96.96005062034128,95.2662792425704,
2011-03-30,96.22053340700305,96.59881583936738,94.88871287363779,
2011-03-31,96.26876657861295,96.64869787437661,94.93725631547193,
2011-04-01,96.86147738942111,97.2471293977579,95.5543687580069,
2011-04-06,99.09490576701148,99.49869482255173,97.88670213671776,
2011-04-07,99.20306119495311,99.60899991007423,97.99794076436824,
2011-04-08,99.26215925100837,99.66987748898981,98.0578743393259,
2011-04-11,98.04442429749827,98.4442133828207,96.78290101186197,
2011-04-12,96.44806469517032,96.83708840110411,95.11355273513362,
2011-04-13,97.45262267813312,97.85054329013593,96.16085054918274,
2011-04-14,97.12110499926513,97.5178138639203,95.81272543665395,
2011-04-15,96.54034921009263,96.93395062660298,95.20444453510073,
2011-04-18,95.52916227965456,95.9163962726475,94.147233408665,
2011-04-19,94.71146570742881,95.09380121665714,93.29248671483765,
2011-04-20,95.71803806659172,96.10926620566778,94.34070846272375,
2011-04-21,96.92005496669468,97.32173438109089,95.59361306279374,
2011-04-22,97.1978932429017,97.60300224874823,95.88192771333334,
2011-04-25,96.13036118162667,96.52858846638212,94.76557461078986,
2011-04-26,96.57464484733697,96.9775679417648,95.22750489629095,
2011-04-27,97.8651744285134,98.27934720323692,96.57341854340638,
2011-04-28,98.66682706082395,99.08853669300234,97.40926960014876,
2011-04-29,98.89065009810994,99.31542761173954,97.64136097276219,
2011-05-03,100.7691432715308,101.20998802010692,99.60419446720746,
2011-05-04,100.6528390445859,101.09411702088866,99.48058781066852,
2011-05-05,101.57384076618439,102.02376203576173,100.44264016425531,
2011-05-06,101.53846099227124,101.98946300823192,100.4036810633988,
2011-05-09,102.49330781159239,102.95328865214874,101.4016225599246,
2011-05-10,101.28699754206141,101.73871836432922,100.1366199637872,
2011-05-11,100.8533799917696,101.30300229347431,99.68091113613504,
2011-05-12,101.15271767043895,101.60608186026239,99.99225310203495,
2011-05-13,101.8096892907213,102.26967409425116,100.6780197774342,
2011-05-16,100.91842536773517,101.37262544540262,99.74325417756667,
2011-05-17,100.69736253967419,101.1511437536066,99.51005092653631,
2011-05-18,100.86211754064449,101.31857185173818,99.68052383154415,
2011-05-19,100.4724607018585,100.92713534129514,99.27097234574283,
2011-05-20,99.81551206404414,100.26625642259694,98.58202067403859,
2011-05-23,98.71138315802042,99.15461545710102,97.42603053087406,
2011-05-24,98.5698628882551,99.0132856578228,97.27629921078606,
2011-05-25,97.79334971702934,98.2318788593062,96.46333158200696,
2011-05-26,98.23228647187054,98.67564355063838,96.91992396509073,
2011-05-27,98.4609691733885,98.90748144608334,97.15695600465824,
2011-05-30,99.46826988770556,99.92423399226186,98.20770563468034,
2011-05-31,100.37930601348089,100.84400160504954,99.158361835412,
2011-06-01,101.69087113269089,102.16763144161189,100.5286371997893,
2011-06-02,100.40793154407221,100.87555324093759,99.18450647525238,
2011-06-03,101.23308879694004,101.70881660698048,100.0457564653362,
2011-06-07,100.97336298856463,101.44831487816606,99.77212076671998,
2011-06-08,100.59840107160325,101.07162599141932,99.37801123539488,
2011-06-09,100.07517405139572,100.54544978998325,98.82898118273852,
2011-06-10,98.968149508081,99.43068991223734,97.67007075605567,
2011-06-13,97.8472385748225,98.30194421077803,96.49746527724753,
2011-06-14,99.19368875392932,99.66073581244626,97.90199062134015,
2011-06-15,99.56500879792497,100.03644420044147,98.28815377578718,
2011-06-16,97.94216943047877,98.40158995865288,96.59104479612594,
2011-06-17,97.77623412585706,98.2356062577379,96.41595647316285,
2011-06-20,97.30697844155436,97.76380936544052,95.92429877742896,
2011-06-21,98.77981940866735,99.250093821389,97.46026507034088,
2011-06-22,98.7406491483586,99.21192413254693,97.41748698144185,
2011-06-23,97.45868755164022,97.92068457004774,96.07712789374399,
2011-06-24,96.2270848262772,96.68024243956823,94.7903717191929,
2011-06-27,95.80739045593536,96.25838801687999,94.35092449076836,
2011-06-28,96.09521581911973,96.5498680090148,94.6492314657537,
2011-06-29,96.54868910909211,97.00837583911266,95.12034922358563,
2011-06-30,96.80948622823145,97.27262903362873,95.39056981254168,
2011-07-01,97.26903909355673,97.7373006749847,95.8682042525265,
2011-07-04,97.65508087731803,98.12786744602062,96.26922946465199,
2011-07-05,96.9573631217137,97.42563400277184,95.539359871122,
2011-07-06,97.10956597894916,97.58040880228451,95.69631895780817,
2011-07-07,96.52061709091882,96.9878397219347,95.08016045705035,
2011-07-08,96.26653050231752,96.73292451429313,94.81337934221713,
2011-07-11,94.54097573064334,94.99428052793327,93.01327259022942,
2011-07-12,92.8798332843169,93.32064479669509,91.28217996846992,
2011-07-13,92.73799027404766,93.1788753976532,91.13285697880674,
2011-07-14,92.57443318147405,93.01520932972886,90.96096458052745,
2011-07-15,92.55567878979912,92.99754131836929,90.93971649597688,
2011-07-18,91.87457204228936,92.31203539807692,90.22964196079583,
2011-07-19,91.4874644355267,91.92295694199467,89.82547842955596,
2011-07-20,93.9541034099247,94.41136430292676,92.3897317205869,
2011-07-21,93.5982141005261,94.05375260486922,92.01750458243895,
2011-07-22,93.80843601426847,94.26699420838307,92.23456008781179,
2011-07-25,93.64281543860746,94.10123982042477,92.06040692441803,
2011-07-26,94.36047529270354,94.82620564148289,92.80575229892898,
2011-07-27,94.19872018509997,94.66434896974059,92.63555984686172,
2011-07-28,94.11718966115846,94.58339219062529,92.54890781528759,
2011-07-29,92.7215765913481,93.17725111297858,91.09487652502564,
2011-08-01,93.0234821478934,93.48294896675321,91.4071806801755,
2011-08-02,92.0190269683191,92.47126282589949,90.36083871688734,
2011-08-03,90.70382478899349,91.14623378457159,88.9923909912647,
2011-08-04,89.2533660130922,89.68485125250541,87.48479264121077,
2011-08-05,85.16271347098242,85.56155309623557,83.24400916700979,
2011-08-08,83.73980574144527,84.12815683370259,81.77066922770602,
2011-08-09,83.84073344465962,84.23103114032375,81.87344764539547,
2011-08-10,85.55062770473609,85.95608974388026,83.64069957855102,
2011-08-11,85.70366721636967,86.1115412789647,83.79751239798678,
2011-08-12,83.97991850870457,84.37473157918399,82.01264863776645,
2011-08-15,84.87160141967645,85.2748884582327,82.93326579882893,
2011-08-16,83.75917470227769,84.15442367940841,81.78131035805676,
2011-08-17,82.64578520805016,83.03301030150058,80.62930111475208,
2011-08-18,81.88699639461248,82.26911592188505,79.84425189933468,
2011-08-19,80.65192944493612,81.02506918326107,78.56836135436687,
2011-08-22,81.49398805111464,81.87508471532935,79.43557017618194,
2011-08-23,84.03576283982653,84.438924370614,82.05940356825526,
2011-08-24,84.47506538525121,84.88301232316921,82.51205002118667,
2011-08-25,84.07752108795282,84.48328499374651,82.09943455184462,
2011-08-26,84.92223678983177,85.3361940348908,82.97137090533258,
2011-08-29,85.33936037026962,85.75796232897713,83.40130508133052,
2011-08-30,85.52767659915558,85.94901088048005,83.59456326446285,
2011-08-31,86.145644113845,86.57335378945412,84.23254708603606,
