date,1216,1319,2882,2881,3231,2308,2382,881,757
2010-01-05,-0.014239811,-0.040462848,-0.00168205,0.006357293,0.011317847,-0.006989518,-0.007283353,0.011426166,0.001327855
2010-01-06,0.015524338,0.010714361,0.016694886,0.031194046,0.053220652,-0.004016078,0.014514042,-0.00943252,-0.000108165
2010-01-07,-0.024692662,-0.003558741,-0.009983509,-0.016099472,-0.007651152,-0.018274657,-0.008683108,-0.005770443,0.001566648
2010-01-08,0,0.021164838,0.009983509,0.00498136,0.003067566,-0.001025097,-0.004370043,0.009986382,0.000336022
2010-01-11,0.00393965,-0.017606098,-0.008312615,-0.006230578,0.003058057,0.013245253,0.011611204,-0.006248423,-0.000598737
2010-01-12,-0.007894883,-0.003558741,0,-0.006269606,0.006088329,-0.008130152,0.001441947,-0.011380024,0.001488481
2010-01-13,-0.007957553,0.008873177,-0.020236779,-0.024189605,-0.03081908,-0.017499133,-0.010137741,0.013277873,-0.00013539
2010-01-14,0,-0.007092183,0.005097695,0.003858558,0.015528252,0.019537843,0.025863554,0.004148913,-0.000190585
2010-01-15,-0.00133245,-0.01073361,0,0.006398004,0.006144443,-0.001018841,0.008474599,-0.001496503,0.001766129
2010-01-18,-0.008032122,-0.040372367,0,-0.002554386,-0.01698892,0.005083895,0.005610141,-0.01236572,0.000372172
2010-01-19,0.008032122,-0.030420664,0.013468189,-0.003843618,0.007757997,-0.005083895,-0.022631772,0.004317953,-7.43607E-05
2010-01-20,0.002663088,-0.005808327,-0.020270966,-0.016828932,-0.025040425,0.008121909,-0.018773172,-0.015367275,-0.00177691
2010-01-21,-0.008010714,-0.013685478,-0.003418733,0,0.007892707,-0.016310241,-0.01320637,-0.019284781,0.001312222
2010-01-22,-0.0327005,0.005888128,-0.027779618,-0.026456542,-0.0238675,-0.028141559,-0.033035993,-0.0011956,0.001088767
2010-01-25,-0.008344921,0,-0.012400545,-0.002684524,-0.027756804,-0.001057622,0.003048737,-0.016842826,0.001595093
2010-01-26,-0.057487087,-0.057388617,-0.038151723,-0.027249651,-0.033673215,-0.026811257,-0.023095716,-0.002181881,0.003708272
2010-01-27,0.008836528,-0.036943534,0.0018501,0.008253132,0.006825903,0.016172859,0,0.007049358,-0.001615434
2010-01-28,0.007304661,0.033829844,0.016499048,0.023020588,0.044895344,0.011696021,0.00466206,0.007668563,0.002105846
2010-01-29,-0.004376305,0.001039037,-0.01465227,0.001337905,-0.009803957,0.025053522,-0.009345831,-0.026089451,0.001633055
2010-02-01,0,-0.013591472,-0.022389021,-0.009402418,-0.018227568,-0.020834087,0.007794271,-0.007739381,0.001346272
2010-02-02,0.0159539,0,0,-0.024591337,0.016584117,-0.01377873,0.013878418,0.013430542,-0.002122637
2010-02-03,0.011445128,0,0.005644418,-0.00277016,0.027576779,0.019028086,0.016705004,-0.008546643,0.001746542
2010-02-04,-0.011445128,0.055285338,-0.001877919,-0.008356586,-0.012882599,-0.003146333,-0.024391437,-0.024210743,0.000378454
2010-02-05,-0.04412479,-0.072270874,-0.066043451,-0.065004801,-0.061840932,-0.050630064,-0.053895782,-0.001331324,0.001496426
2010-02-08,0.005997041,-0.051631518,0.013958388,-0.021116987,-0.026202367,0.019694319,-0.003262662,0.012275018,0.000667408
2010-02-09,0.013363275,0.058034939,0.009852289,0.032986591,0.021016541,0.015053992,0.032157111,0.005987526,0.002944987
2010-02-10,0.001473802,0.005305055,0,0.021882728,0.012058739,0.02007464,0.012578766,0.012248069,0.001284744
2010-02-22,0.036157229,0.026111157,0.042232775,0.032650091,-0.031306986,0.00104547,0.001561249,0.00307033,0.002341134
2010-02-23,0.021082994,0.020408859,0.001877919,-0.02976833,-0.014235087,-0.012618437,-0.004691158,-0.015799198,0.000917032
